name,year,region,area,population,gdp
Afghanistan,1989,Asia,647500,14825013,0
Afghanistan,1990,Asia,647500,15862293,0
Afghanistan,1991,Asia,647500,16450304,0
Afghanistan,1992,Asia,647500,16095664,0
Afghanistan,1993,Asia,647500,16494145,
Afghanistan,1994,Asia,647500,16903400,
Afghanistan,1995,Asia,647500,21251821,
Afghanistan,1996,Asia,647500,22664136,
Afghanistan,1997,Asia,647500,23738085,
Afghanistan,1998,Asia,647500,24792375,
Afghanistan,1999,Asia,647500,25824882,
Afghanistan,2000,Asia,647500,25838797,
Afghanistan,2001,Asia,647500,26813057,
Afghanistan,2002,Asia,647500,27755775,
Afghanistan,2003,Asia,647500,28717213,
Afghanistan,2004,Asia,647500,28513677,0.28999999
Afghanistan,2005,Asia,647500,29928987,7.5000003E-2
Afghanistan,2006,Asia,647500,31056997,0.14
Afghanistan,2007,Asia,647500,31889923,7.9999998E-2
Afghanistan,2008,Asia,647500,31889923,7.5000003E-2
Afghanistan,2009,Asia,647500,33609937,7.5000003E-2
Afghanistan,2010,Asia,647500,29121286,0.22499999
Afghanistan,2011,Asia,647500,29835392,8.2000002E-2
Albania,1989,Ethnic Groups in Eastern Europe, Europe,28750,3208033,
Albania,1990,Ethnic Groups in Eastern Europe, Europe,28750,3273131,
Albania,1991,Ethnic Groups in Eastern Europe, Europe,28750,3335044,
Albania,1992,Ethnic Groups in Eastern Europe, Europe,28750,3285224,
Albania,1994,Ethnic Groups in Eastern Europe, Europe,28750,3374085,0.11
Albania,1995,Ethnic Groups in Eastern Europe, Europe,28750,3413904,0.11
Albania,1996,Ethnic Groups in Eastern Europe, Europe,28750,3249136,5.9999999E-2
Albania,1997,Ethnic Groups in Eastern Europe, Europe,28750,3299757,5.0000001E-2
Albania,1999,Ethnic Groups in Eastern Europe, Europe,28750,3364571,0.07
Albania,2000,Ethnic Groups in Eastern Europe, Europe,28750,3490435,7.9999998E-2
Albania,2001,Ethnic Groups in Eastern Europe, Europe,28750,3510484,7.5000003E-2
Albania,2002,Ethnic Groups in Eastern Europe, Europe,28750,3544841,7.2999999E-2
Albania,2003,Ethnic Groups in Eastern Europe, Europe,28750,3582205,7.2999999E-2
Albania,2004,Ethnic Groups in Eastern Europe, Europe,28750,3544808,0.07
Albania,2005,Ethnic Groups in Eastern Europe, Europe,28750,3563112,5.6000002E-2
Albania,2006,Ethnic Groups in Eastern Europe, Europe,28750,3581655,0.055
Albania,2007,Ethnic Groups in Eastern Europe, Europe,28750,3600523,5.0000001E-2
Albania,2008,Ethnic Groups in Eastern Europe, Europe,28750,3600523,5.0000001E-2
Albania,2009,Ethnic Groups in Eastern Europe, Europe,28750,3639453,6.1000001E-2
Albania,2010,Ethnic Groups in Eastern Europe, Europe,28750,2986952,0.033
Albania,2011,Ethnic Groups in Eastern Europe, Europe,28750,2994667,0.035
Algeria,1989,Africa,2381740,24946073,0.02
Algeria,1991,Africa,2381740,26022188,0.025
Algeria,1992,Africa,2381740,26666921,0.025
Algeria,1993,Africa,2381740,27256252,2.8000001E-2
Algeria,1994,Africa,2381740,27895068,9.9999998E-3
Algeria,1995,Africa,2381740,28539321,2.0000001E-3
Algeria,1996,Africa,2381740,29183032,0.035
Algeria,1997,Africa,2381740,29830370,3.9999999E-2
Algeria,1998,Africa,2381740,30480793,0.025
Algeria,1999,Africa,2381740,31133486,3.2000002E-2
Algeria,2000,Africa,2381740,31193917,3.9000001E-2
Algeria,2001,Africa,2381740,31736053,5.0000001E-2
Algeria,2002,Africa,2381740,32277942,3.7999999E-2
Algeria,2003,Africa,2381740,32818500,0.033
Algeria,2004,Africa,2381740,32129324,7.4000001E-2
Algeria,2005,Africa,2381740,32531853,6.1000001E-2
Algeria,2006,Africa,2381740,32930091,0.055
Algeria,2007,Africa,2381740,33333216,2.9999999E-2
Algeria,2008,Africa,2381740,33333216,0.046
Algeria,2009,Africa,2381740,34178188,2.9999999E-2
Algeria,2010,Africa,2381740,34586184,0.022
Algeria,2011,Africa,2381740,34994937,0.033
American Samoa,1989,Oceania,199,40625,
American Samoa,1990,Oceania,199,41840,
American Samoa,1991,Oceania,199,43052,
American Samoa,1992,Oceania,199,51115,
American Samoa,1993,Oceania,199,53139,
American Samoa,1994,Oceania,199,55223,
American Samoa,1995,Oceania,199,57366,
American Samoa,1996,Oceania,199,59566,
American Samoa,1997,Oceania,199,61819,
American Samoa,1998,Oceania,199,62093,
American Samoa,1999,Oceania,199,63786,
American Samoa,2000,Oceania,199,65446,
American Samoa,2001,Oceania,199,67084,
American Samoa,2002,Oceania,199,68688,
American Samoa,2003,Oceania,199,70260,
American Samoa,2004,Oceania,199,57902,
American Samoa,2005,Oceania,199,57881,
American Samoa,2006,Oceania,199,57794,2.9999999E-2
American Samoa,2007,Oceania,199,87663,2.9999999E-2
American Samoa,2008,Oceania,199,57663,2.9999999E-2
American Samoa,2009,Oceania,199,65628,2.9999999E-2
American Samoa,2010,Oceania,199,66432,2.9999999E-2
American Samoa,2011,Oceania,199,67242,2.9999999E-2
Andorra,1989,Europe,450,49974,
Andorra,1990,Europe,450,51895,
Andorra,1991,Europe,450,53197,
Andorra,1992,Europe,450,54428,
Andorra,1993,Europe,450,61962,
Andorra,1994,Europe,450,63930,
Andorra,1995,Europe,450,65780,
Andorra,1996,Europe,450,72766,
Andorra,1997,Europe,450,64000,
Andorra,1998,Europe,450,64716,
Andorra,1999,Europe,450,65939,
Andorra,2000,Europe,450,66824,
Andorra,2001,Europe,450,67627,
Andorra,2002,Europe,450,68403,3.7999999E-2
Andorra,2003,Europe,450,69150,3.7999999E-2
Andorra,2004,Europe,450,69865,3.7999999E-2
Andorra,2005,Europe,450,70549,0.02
Andorra,2006,Europe,450,71201,3.9999999E-2
Andorra,2007,Europe,450,101822,0.035
Andorra,2008,Europe,450,71822,0.035
Andorra,2009,Europe,450,83888,0.02
Andorra,2010,Europe,450,84525,2.6000001E-2
Andorra,2011,Europe,450,84825,3.7999999E-2
Angola,1989,Africa,1246700,8533989,0.02
Angola,1990,Africa,1246700,8534483,0.092
Angola,1991,Africa,1246700,8668281,0.02
Angola,1992,Africa,1246700,8902076,1.7000001E-2
Angola,1993,Africa,1246700,9545235,1.7000001E-2
Angola,1996,Africa,1246700,10342899,3.9999999E-2
Angola,1997,Africa,1246700,10548847,9.0000004E-2
Angola,1998,Africa,1246700,10864512,9.0000004E-2
Angola,1999,Africa,1246700,11177537,4.9999999E-3
Angola,2000,Africa,1246700,10145267,3.9999999E-2
Angola,2001,Africa,1246700,10366031,4.8999999E-2
Angola,2002,Africa,1246700,10593171,5.4000001E-2
Angola,2003,Africa,1246700,10766471,9.3999997E-2
Angola,2004,Africa,1246700,10978552,0.015
Angola,2005,Africa,1246700,11190786,0.117
Angola,2006,Africa,1246700,12127071,0.199
Angola,2007,Africa,1246700,12263596,0.15000001
Angola,2008,Africa,1246700,12263596,0.163
Angola,2009,Africa,1246700,12799293,0.132
Angola,2011,Africa,1246700,13338541,1.6000001E-2
Anguilla,1989,Central America and the Caribbean,91,6847,
Anguilla,1990,Central America and the Caribbean,91,6883,8.2000002E-2
Anguilla,1991,Central America and the Caribbean,91,6922,8.2000002E-2
Anguilla,1992,Central America and the Caribbean,91,6963,8.2000002E-2
Anguilla,1993,Central America and the Caribbean,91,7006,6.4999998E-2
Anguilla,1994,Central America and the Caribbean,91,7052,7.5000003E-2
Anguilla,1995,Central America and the Caribbean,91,7099,7.5000003E-2
Anguilla,1996,Central America and the Caribbean,91,10424,6.4999998E-2
Anguilla,1998,Central America and the Caribbean,91,11147,3.4000002E-2
Anguilla,1999,Central America and the Caribbean,91,11510,6.4999998E-2
Anguilla,2000,Central America and the Caribbean,91,11797,6.4999998E-2
Anguilla,2001,Central America and the Caribbean,91,12132,0.07
Anguilla,2002,Central America and the Caribbean,91,12446,0
Anguilla,2003,Central America and the Caribbean,91,12738,2.8000001E-2
Anguilla,2004,Central America and the Caribbean,91,13008,2.8000001E-2
Anguilla,2005,Central America and the Caribbean,91,13254,2.8000001E-2
Anguilla,2006,Central America and the Caribbean,91,13477,0.102
Anguilla,2007,Central America and the Caribbean,91,43677,0.102
Anguilla,2008,Central America and the Caribbean,91,13677,0.102
Anguilla,2009,Central America and the Caribbean,91,14436,0.102
Argentina,1989,South America,2766890,31914473,
Argentina,1990,South America,2766890,32290966,
Argentina,1991,South America,2766890,32663983,
Argentina,1992,South America,2766890,32901234,0.055
Argentina,1993,South America,2766890,33533256,0.07
Argentina,1994,South America,2766890,33912994,5.9999999E-2
Argentina,1995,South America,2766890,34292742,5.9999999E-2
Argentina,1997,South America,2766890,35797985,0.044
Argentina,1998,South America,2766890,36265463,8.3999999E-2
Argentina,1999,South America,2766890,36737664,4.3000001E-2
Argentina,2001,South America,2766890,37384816,8.0000004E-3
Argentina,2004,South America,2766890,39144753,8.6999997E-2
Argentina,2005,South America,2766890,39537943,8.2999997E-2
Argentina,2006,South America,2766890,39921833,0.092
Argentina,2007,South America,2766890,40301927,8.5000001E-2
Argentina,2008,South America,2766890,40301927,8.5000001E-2
Argentina,2009,South America,2766890,40913584,7.1000002E-2
Argentina,2010,South America,2766890,41343201,8.9999996E-3
Argentina,2011,South America,2766890,41769726,7.5000003E-2
Armenia,1989,Commonwealth of Independent States - European States,29800,,
Armenia,1990,Commonwealth of Independent States - European States,29800,,
Armenia,1991,Commonwealth of Independent States - European States,29800,,
Armenia,1992,Commonwealth of Independent States - European States,29800,3415566,0.1
Armenia,1996,Commonwealth of Independent States - European States,29800,3463574,5.2000001E-2
Armenia,1997,Commonwealth of Independent States - European States,29800,3433629,3.9999999E-2
Armenia,1998,Commonwealth of Independent States - European States,29800,3421775,2.7000001E-2
Armenia,1999,Commonwealth of Independent States - European States,29800,3409234,5.9999999E-2
Armenia,2000,Commonwealth of Independent States - European States,29800,3344336,5.0000001E-2
Armenia,2001,Commonwealth of Independent States - European States,29800,3336100,5.0000001E-2
Armenia,2002,Commonwealth of Independent States - European States,29800,3330099,9.6000001E-2
Armenia,2003,Commonwealth of Independent States - European States,29800,3326448,0.12899999
Armenia,2004,Commonwealth of Independent States - European States,29800,2991360,9.8999999E-2
Armenia,2005,Commonwealth of Independent States - European States,29800,2982904,9.0000004E-2
Armenia,2006,Commonwealth of Independent States - European States,29800,2976372,0.139
Armenia,2007,Commonwealth of Independent States - European States,29800,2971650,0.134
Armenia,2008,Commonwealth of Independent States - European States,29800,2971650,0.13699999
Armenia,2009,Commonwealth of Independent States - European States,29800,2967004,7.5999998E-2
Armenia,2011,Commonwealth of Independent States - European States,29800,2967975,2.6000001E-2
Aruba,1989,Central America and the Caribbean,193,62500,
Aruba,1990,Central America and the Caribbean,193,62656,0.167
Aruba,1991,Central America and the Caribbean,193,64052,0.088
Aruba,1992,Central America and the Caribbean,193,64692,0.1
Aruba,1993,Central America and the Caribbean,193,65117,5.9999999E-2
Aruba,1994,Central America and the Caribbean,193,,
Aruba,1995,Central America and the Caribbean,193,65974,5.0000001E-2
Aruba,1996,Central America and the Caribbean,193,67794,6.1000001E-2
Aruba,1997,Central America and the Caribbean,193,68031,5.0000001E-2
Aruba,1998,Central America and the Caribbean,193,68325,3.9999999E-2
Aruba,1999,Central America and the Caribbean,193,68675,5.9999999E-2
Aruba,2000,Central America and the Caribbean,193,69539,2.9999999E-2
Aruba,2001,Central America and the Caribbean,193,70007,0.035
Aruba,2002,Central America and the Caribbean,193,70441,0.025
Aruba,2006,Central America and the Caribbean,193,71891,0.024
Aruba,2007,Central America and the Caribbean,193,130018,0.024
Aruba,2008,Central America and the Caribbean,193,100018,0.024
Aruba,2009,Central America and the Caribbean,193,103065,0.024
Aruba,2010,Central America and the Caribbean,193,104589,0.024
Aruba,2011,Central America and the Caribbean,193,106113,0.024
Australia,1989,Oceania,7686850,16451955,
Australia,1990,Oceania,7686850,16923478,
Australia,1991,Oceania,7686850,17288044,0.022
Australia,1992,Oceania,7686850,17576354,6.0000001E-3
Australia,1993,Oceania,7686850,17827204,0.025
Australia,1994,Oceania,7686850,18077419,3.9999999E-2
Australia,1995,Oceania,7686850,18322231,6.4000003E-2
Australia,1996,Oceania,7686850,18260863,0.033
Australia,1997,Oceania,7686850,18438824,3.5999998E-2
Australia,1998,Oceania,7686850,18613087,0.033
Australia,1999,Oceania,7686850,18783551,4.5000002E-2
Australia,2000,Oceania,7686850,19169083,4.3000001E-2
Australia,2001,Oceania,7686850,19357594,4.6999998E-2
Australia,2002,Oceania,7686850,19546792,0.023
Australia,2003,Oceania,7686850,19731984,3.5999998E-2
Australia,2004,Oceania,7686850,19913144,2.9999999E-2
Australia,2005,Oceania,7686850,20090437,0.035
Australia,2006,Oceania,7686850,20264082,2.7000001E-2
Australia,2007,Oceania,7686850,20434176,2.7000001E-2
Australia,2008,Oceania,7686850,20434176,3.9999999E-2
Australia,2009,Oceania,7686850,21262641,0.022
Australia,2010,Oceania,7686850,21515754,0.012
Australia,2011,Oceania,7686850,21766711,2.7000001E-2
Austria,1989,Europe,83850,7585766,0.013
Austria,1990,Europe,83850,7644275,4.1999999E-2
Austria,1991,Europe,83850,7665804,4.5000002E-2
Austria,1992,Europe,83850,7867541,2.9999999E-2
Austria,1993,Europe,83850,7915145,1.7999999E-2
Austria,1995,Europe,83850,7986664,0.025
Austria,1996,Europe,83850,8023244,0.024
Austria,1997,Europe,83850,8132505,0.011
Austria,1998,Europe,83850,8133611,0.021
Austria,1999,Europe,83850,8139299,2.8999999E-2
Austria,2000,Europe,83850,8131111,0.02
Austria,2001,Europe,83850,8150835,3.0999999E-2
Austria,2002,Europe,83850,8169929,0.012
Austria,2003,Europe,83850,8188207,0.011
Austria,2004,Europe,83850,8174762,7.0000002E-3
Austria,2005,Europe,83850,8184691,1.8999999E-2
Austria,2006,Europe,83850,8192880,1.7999999E-2
Austria,2007,Europe,83850,8199783,0.033
Austria,2008,Europe,83850,8199783,0.033
Austria,2009,Europe,83850,8210281,1.6000001E-2
Austria,2011,Europe,83850,8217280,0.02
Azerbaijan,1989,Commonwealth of Independent States - European States,86600,,
Azerbaijan,1990,Commonwealth of Independent States - European States,86600,,
Azerbaijan,1991,Commonwealth of Independent States - European States,86600,,
Azerbaijan,1992,Commonwealth of Independent States - European States,86600,7450787,7.0000002E-3
Azerbaijan,1997,Commonwealth of Independent States - European States,86600,7797476,0.012
Azerbaijan,1998,Commonwealth of Independent States - European States,86600,7855576,5.7999998E-2
Azerbaijan,1999,Commonwealth of Independent States - European States,86600,7908224,0.1
Azerbaijan,2000,Commonwealth of Independent States - European States,86600,7748163,0.07
Azerbaijan,2001,Commonwealth of Independent States - European States,86600,7771092,0.114
Azerbaijan,2002,Commonwealth of Independent States - European States,86600,7798497,9.8999999E-2
Azerbaijan,2003,Commonwealth of Independent States - European States,86600,7830764,0.106
Azerbaijan,2004,Commonwealth of Independent States - European States,86600,7868385,0.112
Azerbaijan,2005,Commonwealth of Independent States - European States,86600,7911974,9.7999997E-2
Azerbaijan,2006,Commonwealth of Independent States - European States,86600,7961619,0.264
Azerbaijan,2007,Commonwealth of Independent States - European States,86600,8120247,0.345
Azerbaijan,2008,Commonwealth of Independent States - European States,86600,8120247,0.31
Azerbaijan,2009,Commonwealth of Independent States - European States,86600,8238672,0.116
Azerbaijan,2010,Commonwealth of Independent States - European States,86600,8303512,9.3000002E-2
Azerbaijan,2011,Commonwealth of Independent States - European States,86600,8372373,5.0000001E-2
Bahrain,1989,Middle East,620,496759,0
Bahrain,1990,Middle East,620,520186,0
Bahrain,1991,Middle East,620,536974,0.025
Bahrain,1992,Middle East,620,551513,6.7000002E-2
Bahrain,1993,Middle East,620,,2.9999999E-2
Bahrain,1994,Middle East,620,585683,3.9999999E-2
Bahrain,1995,Middle East,620,575925,0.022
Bahrain,1997,Middle East,620,603318,2.9999999E-2
Bahrain,1998,Middle East,620,616342,2.7000001E-2
Bahrain,2000,Middle East,620,634137,3.9999999E-2
Bahrain,2001,Middle East,620,645361,5.0000001E-2
Bahrain,2002,Middle East,620,656397,3.9999999E-2
Bahrain,2003,Middle East,620,667238,2.8999999E-2
Bahrain,2004,Middle East,620,677886,4.8999999E-2
Bahrain,2005,Middle East,620,688345,5.6000002E-2
Bahrain,2006,Middle East,620,698585,0.059
Bahrain,2007,Middle East,620,738573,7.8000002E-2
Bahrain,2008,Middle East,620,708573,0.066
Bahrain,2009,Middle East,620,727785,6.1000001E-2
Bahrain,2010,Middle East,620,738004,3.0999999E-2
Bahrain,2011,Middle East,620,1214705,4.1000001E-2
Bangladesh,1990,Asia,144000,118433062,0.021
Bangladesh,1991,Asia,144000,116601424,3.9999999E-2
Bangladesh,1992,Asia,144000,119411711,3.2000002E-2
Bangladesh,1993,Asia,144000,122254849,3.7999999E-2
Bangladesh,1994,Asia,144000,125149469,4.3000001E-2
Bangladesh,1995,Asia,144000,128094948,4.5000002E-2
Bangladesh,1996,Asia,144000,123062800,0.046
Bangladesh,1997,Asia,144000,125340261,4.6999998E-2
Bangladesh,1998,Asia,144000,127567002,0.055
Bangladesh,1999,Asia,144000,127117967,3.9999999E-2
Bangladesh,2000,Asia,144000,129194224,5.2000001E-2
Bangladesh,2001,Asia,144000,131269860,5.2999999E-2
Bangladesh,2002,Asia,144000,133376684,5.6000002E-2
Bangladesh,2003,Asia,144000,138448210,0.048
Bangladesh,2004,Asia,144000,141340476,5.2999999E-2
Bangladesh,2005,Asia,144000,144319628,4.8999999E-2
Bangladesh,2006,Asia,144000,147365352,6.4000003E-2
Bangladesh,2007,Asia,144000,150448339,0.066
Bangladesh,2008,Asia,144000,150448339,5.9999999E-2
Bangladesh,2009,Asia,144000,156050883,4.8999999E-2
Bangladesh,2010,Asia,144000,156118464,0.057
Bangladesh,2011,Asia,144000,158570535,5.9999999E-2
Barbados,1989,Central America and the Caribbean,430,258122,6.0000001E-3
Barbados,1990,Central America and the Caribbean,430,262688,0.037
Barbados,1991,Central America and the Caribbean,430,254626,3.5999998E-2
Barbados,1992,Central America and the Caribbean,430,254934,3.0999999E-2
Barbados,1995,Central America and the Caribbean,430,256395,2.9999999E-2
Barbados,1996,Central America and the Caribbean,430,257030,0.02
Barbados,1997,Central America and the Caribbean,430,258756,0.035
Barbados,1998,Central America and the Caribbean,430,259025,2.9999999E-2
Barbados,1999,Central America and the Caribbean,430,259191,2.9999999E-2
Barbados,2000,Central America and the Caribbean,430,274540,0.044
Barbados,2001,Central America and the Caribbean,430,275330,2.8000001E-2
Barbados,2004,Central America and the Caribbean,430,278289,0.022
Barbados,2005,Central America and the Caribbean,430,279254,0.023
Barbados,2006,Central America and the Caribbean,430,279912,4.1000001E-2
Barbados,2007,Central America and the Caribbean,430,310946,0.035
Barbados,2008,Central America and the Caribbean,430,280946,3.9999999E-2
Barbados,2009,Central America and the Caribbean,430,284589,0.015
Belarus,1989,Commonwealth of Independent States - European States,207600,,
Belarus,1990,Commonwealth of Independent States - European States,207600,,
Belarus,1991,Commonwealth of Independent States - European States,207600,,
Belarus,1992,Commonwealth of Independent States - European States,207600,10373881,0.02
Belarus,1997,Commonwealth of Independent States - European States,207600,10412219,2.9999999E-2
Belarus,1998,Commonwealth of Independent States - European States,207600,10409050,8.5000001E-2
Belarus,1999,Commonwealth of Independent States - European States,207600,10401784,0.07
Belarus,2000,Commonwealth of Independent States - European States,207600,10366719,0.015
Belarus,2001,Commonwealth of Independent States - European States,207600,10350194,3.9999999E-2
Belarus,2002,Commonwealth of Independent States - European States,207600,10335382,4.1000001E-2
Belarus,2003,Commonwealth of Independent States - European States,207600,10322151,4.6999998E-2
Belarus,2004,Commonwealth of Independent States - European States,207600,10310520,6.8000004E-2
Belarus,2005,Commonwealth of Independent States - European States,207600,10300483,6.4000003E-2
Belarus,2006,Commonwealth of Independent States - European States,207600,10293011,0.092
Belarus,2007,Commonwealth of Independent States - European States,207600,9724723,9.8999999E-2
Belarus,2008,Commonwealth of Independent States - European States,207600,9724723,6.8999998E-2
Belarus,2009,Commonwealth of Independent States - European States,207600,9648533,0.092
Belarus,2010,Commonwealth of Independent States - European States,207600,9612632,2.0000001E-3
Belarus,2011,Commonwealth of Independent States - European States,207600,9577552,7.5999998E-2
Belgium,1989,Europe,30510,9887998,
Belgium,1990,Europe,30510,9909285,4.5000002E-2
Belgium,1991,Europe,30510,9921910,0.033
Belgium,1992,Europe,30510,10016623,0.014
Belgium,1993,Europe,30510,,8.0000004E-3
Belgium,1995,Europe,30510,10081880,0.023
Belgium,1996,Europe,30510,10170241,0.023
Belgium,1997,Europe,30510,10165059,0.014
Belgium,1998,Europe,30510,10174922,0.023
Belgium,1999,Europe,30510,10182034,2.8000001E-2
Belgium,2000,Europe,30510,10241506,1.7999999E-2
Belgium,2001,Europe,30510,10258762,4.1000001E-2
Belgium,2002,Europe,30510,10274595,0.011
Belgium,2003,Europe,30510,10289088,7.0000002E-3
Belgium,2004,Europe,30510,10348276,0.011
Belgium,2005,Europe,30510,10364388,2.6000001E-2
Belgium,2006,Europe,30510,10379067,0.015
Belgium,2007,Europe,30510,10392226,2.9999999E-2
Belgium,2008,Europe,30510,10392226,2.7000001E-2
Belgium,2009,Europe,30510,10414336,0.013
Belgium,2011,Europe,30510,10431477,0.02
Belize,1989,Central America and the Caribbean,22960,175555,6.4999998E-2
Belize,1990,Central America and the Caribbean,22960,219737,5.9999999E-2
Belize,1991,Central America and the Caribbean,22960,228069,9.0000004E-2
Belize,1992,Central America and the Caribbean,22960,229143,0.1
Belize,1993,Central America and the Caribbean,22960,203957,0.1
Belize,1994,Central America and the Caribbean,22960,208949,5.2999999E-2
Belize,1995,Central America and the Caribbean,22960,214061,0.02
Belize,1996,Central America and the Caribbean,22960,219296,0.02
Belize,1997,Central America and the Caribbean,22960,224663,2.9999999E-2
Belize,1998,Central America and the Caribbean,22960,230160,2.8999999E-2
Belize,1999,Central America and the Caribbean,22960,235789,4.9999999E-3
Belize,2000,Central America and the Caribbean,22960,249183,3.9999999E-2
Belize,2001,Central America and the Caribbean,22960,256062,3.9999999E-2
Belize,2002,Central America and the Caribbean,22960,262999,2.9999999E-2
Belize,2003,Central America and the Caribbean,22960,266440,0.037
Belize,2004,Central America and the Caribbean,22960,272945,0.037
Belize,2005,Central America and the Caribbean,22960,279457,0.035
Belize,2006,Central America and the Caribbean,22960,287730,3.7999999E-2
Belize,2007,Central America and the Caribbean,22960,294385,0.035
Belize,2008,Central America and the Caribbean,22960,294385,2.9999999E-2
Belize,2009,Central America and the Caribbean,22960,307899,0.048
Belize,2010,Central America and the Caribbean,22960,314522,0
Belize,2011,Central America and the Caribbean,22960,321115,0.02
Benin,1990,Africa,112620,4673964,1.7999999E-2
Benin,1991,Africa,112620,4831823,2.6000001E-2
Benin,1992,Africa,112620,4997599,2.9999999E-2
Benin,1993,Africa,112620,5166735,2.9999999E-2
Benin,1994,Africa,112620,5341710,2.9999999E-2
Benin,1995,Africa,112620,5522677,3.9999999E-2
Benin,1996,Africa,112620,5709529,5.9999999E-2
Benin,1997,Africa,112620,5902178,0.055
Benin,1998,Africa,112620,6100799,5.7999998E-2
Benin,1999,Africa,112620,6305567,0.044
Benin,2000,Africa,112620,6395919,5.0000001E-2
Benin,2001,Africa,112620,6590782,5.0000001E-2
Benin,2002,Africa,112620,6787625,5.4000001E-2
Benin,2003,Africa,112620,7041490,5.9999999E-2
Benin,2004,Africa,112620,7250033,0.055
Benin,2005,Africa,112620,7460025,5.0000001E-2
Benin,2006,Africa,112620,7862944,0.035
Benin,2007,Africa,112620,8078314,3.9999999E-2
Benin,2008,Africa,112620,8078314,4.5000002E-2
Benin,2009,Africa,112620,8791832,0.048
Benin,2010,Africa,112620,9056010,2.7000001E-2
Benin,2011,Africa,112620,9325032,0.025
Bermuda,1989,North America,50,58238,2.7000001E-2
Bermuda,1990,North America,50,58337,0.02
Bermuda,1991,North America,50,58433,0.02
Bermuda,1992,North America,50,60213,0.02
Bermuda,1995,North America,50,61629,0.025
Bermuda,1996,North America,50,62099,0.025
Bermuda,1997,North America,50,62569,0.024
Bermuda,1998,North America,50,62009,0.024
Bermuda,1999,North America,50,62472,2.9999999E-2
Bermuda,2000,North America,50,62997,0.025
Bermuda,2001,North America,50,63503,0.015
Bermuda,2002,North America,50,63960,2.8999999E-2
Bermuda,2003,North America,50,64482,4.9999999E-3
Bermuda,2004,North America,50,64935,0.02
Bermuda,2005,North America,50,65365,0.02
Bermuda,2006,North America,50,65773,0.046
Bermuda,2007,North America,50,96163,0.046
Bermuda,2008,North America,50,66163,0.046
Bermuda,2009,North America,50,67837,0.046
Bermuda,2010,North America,50,68265,0.046
Bermuda,2011,North America,50,68679,0.046
Bhutan,1989,Asia,47000,1534122,0.14
Bhutan,1990,Asia,47000,1565969,6.3000001E-2
Bhutan,1991,Asia,47000,1598216,3.9999999E-2
Bhutan,1992,Asia,47000,1660167,3.0999999E-2
Bhutan,1993,Asia,47000,700000,3.0999999E-2
Bhutan,1994,Asia,47000,716380,5.0000001E-2
Bhutan,1995,Asia,47000,1780638,5.0000001E-2
Bhutan,1996,Asia,47000,1822625,5.9999999E-2
Bhutan,1997,Asia,47000,1865191,6.8999998E-2
Bhutan,1998,Asia,47000,1908307,6.8999998E-2
Bhutan,1999,Asia,47000,1951965,6.4999998E-2
Bhutan,2000,Asia,47000,2005222,0.07
Bhutan,2001,Asia,47000,2049412,5.9999999E-2
Bhutan,2002,Asia,47000,2094176,5.9999999E-2
Bhutan,2003,Asia,47000,2139549,0.077
Bhutan,2004,Asia,47000,2185569,0.077
Bhutan,2005,Asia,47000,2232291,5.2999999E-2
Bhutan,2006,Asia,47000,2279723,0.059
Bhutan,2007,Asia,47000,2327849,0.088
Bhutan,2008,Asia,47000,2327849,0.088
Bhutan,2009,Asia,47000,691141,0.066
Bhutan,2010,Asia,47000,699847,0.057
Bhutan,2011,Asia,47000,708427,6.7000002E-2
Bolivia,1989,South America,1098580,6588601,
Bolivia,1990,South America,1098580,6706854,
Bolivia,1991,South America,1098580,7156591,2.7000001E-2
Bolivia,1992,South America,1098580,7323048,3.9999999E-2
Bolivia,1993,South America,1098580,7544099,3.7999999E-2
Bolivia,1994,South America,1098580,7719445,0.022
Bolivia,1995,South America,1098580,7896254,4.1999999E-2
Bolivia,1996,South America,1098580,7165257,0.037
Bolivia,1997,South America,1098580,7669868,3.9000001E-2
Bolivia,1998,South America,1098580,7826352,0.044
Bolivia,1999,South America,1098580,7982850,4.6999998E-2
Bolivia,2000,South America,1098580,8152620,0.02
Bolivia,2001,South America,1098580,8300463,0.025
Bolivia,2002,South America,1098580,8445134,0
Bolivia,2003,South America,1098580,8586443,2.8000001E-2
Bolivia,2004,South America,1098580,8724156,0.025
Bolivia,2005,South America,1098580,8857870,0.037
Bolivia,2006,South America,1098580,8989046,4.1000001E-2
Bolivia,2007,South America,1098580,9119152,4.5000002E-2
Bolivia,2008,South America,1098580,9119152,3.9999999E-2
Bolivia,2009,South America,1098580,9775246,5.6000002E-2
Bolivia,2010,South America,1098580,9947418,3.4000002E-2
Bolivia,2011,South America,1098580,10118683,4.1999999E-2
Botswana,1989,Africa,600370,1232183,8.3999999E-2
Botswana,1990,Africa,600370,1224527,8.3999999E-2
Botswana,1991,Africa,600370,1258392,6.3000001E-2
Botswana,1992,Africa,600370,1292210,6.3000001E-2
Botswana,1993,Africa,600370,1325920,5.7999998E-2
Botswana,1994,Africa,600370,1359352,2.9999999E-2
Botswana,1995,Africa,600370,1392414,9.9999998E-3
Botswana,1996,Africa,600370,1477630,9.9999998E-3
Botswana,1997,Africa,600370,1500765,5.0000001E-2
Botswana,1998,Africa,600370,1448454,5.9999999E-2
Botswana,1999,Africa,600370,1464167,2.9999999E-2
Botswana,2000,Africa,600370,1576470,6.4999998E-2
Botswana,2001,Africa,600370,1586119,5.9999999E-2
